,공사번호,블록,공정,블록타입,선종,BLK_WT,BLK_LNTH,BLK_BDTH,BLK_HGHT,PCGCODE,송선,SHOP,사내외,P_LT,LT
984,2469,684,조립,BRC,LNGC,29,18.8,7.2,3,CS2,R3G9,3DS,사내,18,7
985,2469,694,조립,BRC,LNGC,29,18.8,7.2,3,CS2,R1G9,3DS,사내,20,7
986,2469,693,조립,BRC,LNGC,19,19.5,3,3,CS2,C5S6,CAS,사내,15,9
987,2469,683,조립,BRC,LNGC,19,19.5,3,3,CS2,C1S6,CAS,사내,15,9
988,2469,812,조립,BRC,LNGC,10,4.6,8.2,2.5,FX2,C1S6,CAS,사내,13,7
989,2469,312,조립,BRC,LNGC,12,5.1,5.1,2,CD5,C1S6,CAS,사내,13,-26
990,2469,612,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,13,-29
991,2469,311,조립,BRC,LNGC,9,5.1,5.1,2,CD5,C1S6,CAS,사내,13,-18
992,2469,611,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,13,-18
993,2469,313,조립,BRC,LNGC,12,5.1,5.1,2,CD5,C1S6,CAS,사내,13,10
994,2469,613,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,13,-6
995,2469,614,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,11,-4
996,2469,314,조립,BRC,LNGC,9,5.1,5.1,2,CD5,C1S6,CAS,사내,13,-6
997,2470,121,조립,BLK,LNGC,284,18.8,18,6.8,EB1,C1S2,CAS,사내,53,14
998,2470,131,조립,BLK,LNGC,287,18.8,18,6.8,EB1,C5S2,CAS,사내,46,20
999,2470,160,조립,BLK,LNGC,113,9.2,8,8.4,EB1,S9M9,GBS,사내,52,33
1000,2470,170,조립,BLK,LNGC,113,9.2,8,8.4,AL2,SCG9,GBS,사내,52,30
1001,2470,141,조립,BLK,LNGC,213,21.2,14.7,9.2,AL2,C1E6,CAS,사내,38,8
1002,2470,237,조립,BLK,LNGC,259,18.2,20.7,7.6,CB1,C1E4,CAS,사내,35,12
1003,2470,227,조립,BLK,LNGC,338,18.2,25.8,7.6,CB1,SCE7,PAS,사내,35,12
1004,2470,229,조립,BLK,LNGC,300,15.1,25.8,7.6,CB2,C1E4,GBS,사내,41,16
1005,2470,239,조립,BLK,LNGC,231,15.1,20.7,7.6,CB2,C1E4,GBS,사내,34,8
1006,2470,235,조립,BLK,LNGC,295,20,20.7,7.6,CB1,C1H2,CAS,사내,34,10
1007,2470,151,조립,BLK,LNGC,213,21.2,14.7,9.2,EB1,C1E6,CAS,사내,41,16
1008,2470,225,조립,BLK,LNGC,380,20,25.8,7.6,CB1,C1E4,CAS,사내,34,10
1009,2470,234,조립,BLK,LNGC,259,18.2,20.7,7.6,CB1,C1E4,CAS,사내,32,9
1010,2470,224,조립,BLK,LNGC,338,18.2,25.8,7.6,CB1,SCE7,PAS,사내,35,12
1011,2470,231,조립,BLK,LNGC,280,16.9,23.3,7.6,CB2,C1E4,GBS,사내,35,10
1012,2470,221,조립,BLK,LNGC,270,16.9,23.2,7.6,CB2,C1E4,GBS,사내,35,8
1013,2470,181,조립,BLK,LNGC,169,10.1,18.4,6.1,AL1,E1M1,GBS,사내,65,21
1014,2470,191,조립,BLK,LNGC,152,10.1,16.6,6.1,AL1,E1M1,GBS,사내,65,20
1015,2470,222,조립,BLK,LNGC,342,18.2,25.8,7.6,CB1,C1E4,CAS,사내,40,12
1016,2470,233,조립,BLK,LNGC,316,19.9,20.7,7.6,CB1,C5E4,CAS,사내,34,10
1017,2470,223,조립,BLK,LNGC,406,19.9,25.8,7.6,CB1,SCE7,PAS,사내,36,9
1018,2470,228,조립,BLK,LNGC,384,20,25.8,7.6,CB1,E7M7,PBS,사내,36,11
1019,2470,431,조립,BLK,LNGC,183,20.6,28.9,2.5,CT1,C1E1,CAS,사내,31,13
1020,2470,232,조립,BLK,LNGC,265,18.2,20.7,7.6,CB1,C1E4,CAS,사내,32,12
1021,2470,238,조립,BLK,LNGC,299,20,20.7,7.6,CB1,C1E4,CAS,사내,32,9
1022,2470,236,조립,BLK,LNGC,239,15.1,20.7,7.6,CB1,C1E4,CAS,사내,37,12
1023,2470,226,조립,BLK,LNGC,308,15.1,25.8,7.6,CB1,SCE7,PAS,사내,37,12
1024,2470,143,조립,BLK,LNGC,189,21.9,22.5,5.3,EL1,S8M8,NPS,사내,31,9
1025,2470,134,조립,BLK,LNGC,217,21.4,22.9,7.2,EL1,C1E4,CAS,사내,36,18
1026,2470,421,조립,BLK,LNGC,165,20.5,28.9,2.5,CT1,C1E2,CAS,사내,22,11
1027,2470,153,조립,BLK,LNGC,180,21.9,21.9,5.3,EL1,S8M8,NPS,사내,32,5
1028,2470,124,조립,BLK,LNGC,223,21.4,23.5,7.2,EL1,C1E4,CAS,사내,34,12
1029,2470,122,조립,BLK,LNGC,41,22.1,8,2.6,EL1,C1S3,CAS,사내,24,10
1030,2470,621,조립,BLK,LNGC,152,18.3,16.5,2.8,CS1,C1E2,CAS,사내,27,12
1031,2470,631,조립,BLK,LNGC,153,18.3,16.5,2.8,CS1,SZE2,PAS,사내,27,17
1032,2470,135,조립,BLK,LNGC,223,21.4,23.3,5.2,EL1,C1E2,GBS,사내,37,11
1033,2470,113,조립,BLK,LNGC,127,21.4,19.9,5.3,ED1,SCP1,PAS,사내,22,8
1034,2470,132,조립,BLK,LNGC,56,22.1,8,2.6,EL1,C1S3,CAS,사내,21,11
1035,2470,125,조립,BLK,LNGC,223,21.4,23.2,5.2,EL1,C1E2,GBS,사내,36,13
1036,2470,251,조립,BLK,LNGC,172,20.5,15.6,3.2,CB2,SZH2,PAS,사내,31,9
1037,2470,212,조립,BLK,LNGC,191,19.2,19.6,3.2,CB2,C1E1,CAS,사내,36,13
1038,2470,801,조립,BLK,LNGC,187,19.3,14,7.4,FB1,C1S3,CAS,사내,51,11
1039,2470,622,조립,BLK,LNGC,162,18.8,16.5,2.8,CS1,SZE2,PAS,사내,29,11
1040,2470,632,조립,BLK,LNGC,162,18.8,16.5,2.8,CS1,SZE2,PAS,사내,29,11
1041,2470,241,조립,BLK,LNGC,160,20.5,15.5,3.2,CB2,SZH2,PAS,사내,25,9
1042,2470,623,조립,BLK,LNGC,159,17.9,16.5,2.8,CS1,C1E2,CAS,사내,28,6
1043,2470,633,조립,BLK,LNGC,159,17.9,16.5,2.8,CS1,C1E2,CAS,사내,28,7
1044,2470,112,조립,BLK,LNGC,104,6.5,19.9,2.2,ED1,C5S6,CAS,사내,13,7
1045,2470,423,조립,BLK,LNGC,285,20.5,28.9,2.8,CT1,SZH2,PAS,사내,28,10
1046,2470,433,조립,BLK,LNGC,298,20.6,28.9,2.8,CT1,SZE4,PAS,사내,31,10
1047,2470,432,조립,BLK,LNGC,298,20.6,28.9,2.8,CT1,SZE2,PAS,사내,30,6
1048,2470,422,조립,BLK,LNGC,285,20.5,28.9,2.8,CT1,SZH2,PAS,사내,29,7
1049,2470,434,조립,BLK,LNGC,298,20.6,28.9,2.8,CT1,SZE2,PAS,사내,33,8
1050,2470,424,조립,BLK,LNGC,285,20.5,28.9,2.8,CT1,SZH4,PAS,사내,33,9
1051,2470,184,조립,BLK,LNGC,145,16.5,20.5,5.2,AL1,C1E4,CAS,사내,28,10
1052,2470,194,조립,BLK,LNGC,156,16.5,21.9,5.2,AL1,C1E4,CAS,사내,28,10
1053,2470,193,조립,BLK,LNGC,42,6.6,18.2,2.7,AL3,SCS1,PAS,사내,21,10
1054,2470,183,조립,BLK,LNGC,47,6.6,20,2.7,AL3,SCS1,PAS,사내,21,8
1055,2470,182,조립,BLK,LNGC,73,6.6,17.7,4.3,AL1,C1E2,OFD,사내,30,28
1056,2470,192,조립,BLK,LNGC,61,6.6,15.9,4.3,AL1,C1E2,OFD,사내,32,28
1057,2470,813,조립,BLK,LNGC,137,8.6,17.8,7.4,FB1,S2M2,3DS,사내,33,6
1058,2470,802,조립,BLK,LNGC,127,19.7,14,8,FL1,C5S3,CAS,사내,36,14
1059,2470,844,조립,BLK,LNGC,98,12.7,18.6,7.9,FL1,C5P2,CAS,사내,25,7
1060,2470,824,조립,BLK,LNGC,99,15.2,12.8,8,FL1,C5S1,CAS,사내,36,9
1061,2470,855,조립,BLK,LNGC,56,12.7,18.9,3.5,FL1,S1R1,3DS,사내,29,6
1062,2470,854,조립,BLK,LNGC,92,12.7,17.2,7.9,FL1,C5P2,CAS,사내,25,9
1063,2470,834,조립,BLK,LNGC,90,15.2,11.4,8,FL1,C1S1,CAS,사내,34,7
1064,2470,845,조립,BLK,LNGC,59,12.7,20.3,3.5,FL1,S1R1,3DS,사내,28,8
1065,2470,651,조립,BLK,LNGC,173,16.8,16.5,8.1,CS2,S2M2,GBS,사내,32,10
1066,2470,641,조립,BLK,LNGC,174,16.8,16.5,8.1,CS2,S2M2,GBS,사내,32,10
1067,2470,814,조립,BLK,LNGC,15,7.9,5.2,6.4,CT1,SCS6,PAS,사내,13,6
1068,2470,825,조립,BLK,LNGC,83,16,15.8,3.6,FL1,SZG8,PAS,사내,24,10
1069,2470,642,조립,BLK,LNGC,213,18.8,16.5,8.1,CS2,P8M2,GBS,사내,29,10
1070,2470,652,조립,BLK,LNGC,213,18.8,16.5,8.1,CS2,P8M2,GBS,사내,29,8
1071,2470,835,조립,BLK,LNGC,80,16,14.3,3.6,FL1,SZG8,PAS,사내,24,9
1072,2470,810,조립,BLK,LNGC,27,8.9,3.8,6.5,FB2,C1E2,CAS,사내,26,9
1073,2470,843,조립,BLK,LNGC,65,12.7,11.1,7.6,CS2,SCE2,GBS,사내,25,5
1074,2470,853,조립,BLK,LNGC,65,12.7,11.1,7.6,CS2,SCE2,GBS,사내,25,5
1075,2470,405,조립,BRC,LNGC,258,22.4,28.9,2.8,CT1,C1E2,CAS,사내,29,8
1076,2470,804,조립,BLK,LNGC,40,7.9,9.5,8,FL1,C1E4,CAS,사내,23,10
1077,2470,805,조립,BLK,LNGC,43,8.9,14.1,3.6,FL1,C1S1,CAS,사내,22,12
1078,2470,684,조립,BRC,LNGC,30,18.8,7.2,3,CS2,R1G9,PBS,사내,43,6
1079,2470,694,조립,BRC,LNGC,30,18.8,7.2,3,CS2,R3G9,PBS,사내,43,6
1080,2470,683,조립,BRC,LNGC,17,19.5,3,3,CS2,C1S6,CAS,사내,28,7
1081,2470,693,조립,BRC,LNGC,17,19.5,3,3,CS2,C5S6,CAS,사내,34,7
1082,2470,812,조립,BRC,LNGC,10,4.6,8.2,2.5,FX2,C1S6,CAS,사내,14,6
1083,2470,312,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,13,13
1084,2470,612,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,11,6
1085,2470,311,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,13,10
1086,2470,611,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,13,6
1087,2470,313,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,13,6
1088,2470,613,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,17,0
1089,2470,314,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,19,4
1090,2470,614,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,19,0
1091,2471,121,조립,BLK,LNGC,284,18.8,18,6.8,EB1,C5S2,CAS,사내,99,14
1092,2471,131,조립,BLK,LNGC,287,18.8,18,6.8,EB1,C5S2,CAS,사내,48,15
1093,2471,151,조립,BLK,LNGC,213,21.2,14.7,9.2,EB1,E1M1,3DS,사내,40,14
1094,2471,141,조립,BLK,LNGC,213,21.2,14.7,9.2,AL2,E1M1,3DS,사내,39,12
1095,2471,160,조립,BLK,LNGC,113,9.2,8,8.4,EB1,S9M9,3DS,사내,53,35
1096,2471,170,조립,BLK,LNGC,113,9.2,8,8.4,AL2,S9M9,3DS,사내,57,42
1097,2471,221,조립,BLK,LNGC,270,16.9,23.2,7.6,CB2,SZE2,PAS,사내,42,6
1098,2471,155,조립,BLK,LNGC,192,21.9,23.3,5.2,EL1,C1M1,GBS,사내,53,10
1099,2471,234,조립,BLK,LNGC,259,18.2,20.7,7.6,CB1,SZE2,PAS,사내,40,11
1100,2471,224,조립,BLK,LNGC,338,18.2,25.8,7.6,CB1,C1E7,CAS,사내,40,10
1101,2471,123,조립,BLK,LNGC,56,21.4,10.9,5.3,EL1,C5E2,OFD,사내,41,10
1102,2471,231,조립,BLK,LNGC,280,16.9,23.3,7.6,CB2,SZE2,PAS,사내,38,9
1103,2471,181,조립,BLK,LNGC,169,10.1,18.4,6.1,AL1,E1M1,GBS,사내,84,36
1104,2471,144,조립,BLK,LNGC,148,21.9,23.5,7.2,EL1,S8M8,NPS,사내,34,10
1105,2471,222,조립,BLK,LNGC,342,18.2,25.8,7.6,CB1,C1E7,CAS,사내,30,8
1106,2471,191,조립,BLK,LNGC,152,10.1,16.6,6.1,AL1,E1M1,GBS,사내,81,40
1107,2471,134,조립,BLK,LNGC,217,21.4,22.9,7.2,EL1,C1E4,OFD,사내,38,12
1108,2471,124,조립,BLK,LNGC,223,21.4,23.5,7.2,EL1,C1E4,CAS,사내,37,14
1109,2471,233,조립,BLK,LNGC,316,19.9,20.7,7.6,CB1,SZE2,PAS,사내,30,9
1110,2471,223,조립,BLK,LNGC,406,19.9,25.8,7.6,CB1,C1E7,CAS,사내,34,12
1111,2471,235,조립,BLK,LNGC,295,20,20.7,7.6,CB1,C1E4,CAS,사내,34,7
1112,2471,225,조립,BLK,LNGC,380,20,25.8,7.6,CB1,C1E7,CAS,사내,31,7
1113,2471,431,조립,BLK,LNGC,183,20.6,28.9,2.5,CT1,C1E1,CAS,사내,28,8
1114,2471,133,조립,BLK,LNGC,128,21.4,10.9,5.3,EL1,SCE2,OFD,사내,37,14
1115,2471,232,조립,BLK,LNGC,265,18.2,20.7,7.6,CB1,C1E4,CAS,사내,28,7
1116,2471,291,조립,BLK,LNGC,135,20.5,11.3,4.2,CS4,C1E1,CAS,사내,40,14
1117,2471,228,조립,BLK,LNGC,384,20,25.8,7.6,CB1,C1E7,CAS,사내,36,12
1118,2471,143,조립,BLK,LNGC,189,21.9,22.5,5.3,EL1,S8M8,NPS,사내,35,9
1119,2471,239,조립,BLK,LNGC,231,15.1,20.7,7.6,CB2,C1E4,CAS,사내,33,8
1120,2471,229,조립,BLK,LNGC,300,15.1,25.8,7.6,CB2,C1E7,CAS,사내,33,8
1121,2471,113,조립,BLK,LNGC,127,21.4,19.9,5.3,ED1,C1M9,CAS,사내,25,11
1122,2471,238,조립,BLK,LNGC,299,20,20.7,7.6,CB1,C1E4,CAS,사내,32,12
1123,2471,153,조립,BLK,LNGC,180,21.9,21.9,5.3,EL1,S8M8,NPS,사내,32,6
1124,2471,112,조립,BLK,LNGC,104,6.5,19.9,2.2,ED1,C5S6,CAS,사내,18,10
1125,2471,154,조립,BLK,LNGC,135,21.9,22.9,7.2,EL1,S8M8,NPS,사내,35,6
1126,2471,236,조립,BLK,LNGC,239,15.1,20.7,7.6,CB1,SZE2,PAS,사내,34,10
1127,2471,226,조립,BLK,LNGC,308,15.1,25.8,7.6,CB1,C1E7,CAS,사내,34,11
1128,2471,421,조립,BLK,LNGC,165,20.5,28.9,2.5,CT1,SZH4,PAS,사내,21,7
1129,2471,122,조립,BLK,LNGC,41,22.1,8,2.6,EL1,C1S3,CAS,사내,22,6
1130,2471,135,조립,BLK,LNGC,223,21.4,23.3,5.2,EL1,C1E2,GBS,사내,36,8
1131,2471,281,조립,BLK,LNGC,135,20.5,11.3,4.2,CS4,C1E1,CAS,사내,35,13
1132,2471,212,조립,BLK,LNGC,191,19.2,19.6,3.2,CB2,C1E6,CAS,사내,39,12
1133,2471,132,조립,BLK,LNGC,56,22.1,8,2.6,EL1,C1S3,CAS,사내,21,7
1134,2471,125,조립,BLK,LNGC,223,21.4,23.2,5.2,EL1,C1E2,GBS,사내,33,11
1135,2471,282,조립,BLK,LNGC,113,19.2,12.5,4.6,CS4,C1E1,CAS,사내,35,10
1136,2471,145,조립,BLK,LNGC,163,21.9,23.2,5.2,EL1,SCP1,PAS,사내,30,10
1137,2471,292,조립,BLK,LNGC,113,19.2,12.5,4.6,CS4,C1E1,CAS,사내,35,11
1138,2471,433,조립,BLK,LNGC,298,20.6,28.9,2.8,CT1,SZE2,PAS,사내,25,13
1139,2471,423,조립,BLK,LNGC,285,20.5,28.9,2.8,CT1,SZH4,PAS,사내,25,11
1140,2471,801,조립,BLK,LNGC,187,19.3,14,7.4,FB1,C5S3,CAS,사내,69,11
1141,2471,432,조립,BLK,LNGC,298,20.6,28.9,2.8,CT1,SZE4,PAS,사내,28,10
1142,2471,422,조립,BLK,LNGC,285,20.5,28.9,2.8,CT1,SZH2,PAS,사내,28,11
1143,2471,194,조립,BLK,LNGC,156,16.5,21.9,5.2,AL1,C1E4,CAS,사내,25,12
1144,2471,623,조립,BLK,LNGC,159,17.9,16.5,2.8,CS1,C1E2,CAS,사내,24,9
1145,2471,633,조립,BLK,LNGC,159,17.9,16.5,2.8,CS1,C1E2,CAS,사내,24,10
1146,2471,622,조립,BLK,LNGC,162,18.8,16.5,2.8,CS1,SZE2,PAS,사내,22,10
1147,2471,632,조립,BLK,LNGC,162,18.8,16.5,2.8,CS1,SZE2,PAS,사내,22,10
1148,2471,184,조립,BLK,LNGC,145,16.5,20.5,5.2,AL1,C1E4,CAS,사내,24,9
1149,2471,424,조립,BLK,LNGC,285,20.5,28.9,2.8,CT1,SZH2,PAS,사내,32,12
1150,2471,434,조립,BLK,LNGC,298,20.6,28.9,2.8,CT1,SZE2,PAS,사내,32,11
1151,2471,631,조립,BLK,LNGC,153,18.3,16.5,2.8,CS1,SZE2,PAS,사내,18,11
1152,2471,621,조립,BLK,LNGC,152,18.3,16.5,2.8,CS1,C1E2,CAS,사내,18,8
1153,2471,182,조립,BLK,LNGC,73,6.6,17.7,4.3,AL1,C1E2,GBS,사내,29,13
1154,2471,192,조립,BLK,LNGC,61,6.6,15.9,4.3,AL1,C1E2,GBS,사내,29,9
1155,2471,183,조립,BLK,LNGC,47,6.6,20,2.7,AL3,SCS1,PAS,사내,18,24
1156,2471,193,조립,BLK,LNGC,42,6.6,18.2,2.7,AL3,SCS1,PAS,사내,34,22
1157,2471,813,조립,BLK,LNGC,137,8.6,17.8,7.4,FB1,S2M2,3DS,사내,44,9
1158,2471,824,조립,BLK,LNGC,99,15.2,12.8,8,FL1,C5S1,CAS,사내,54,11
1159,2471,834,조립,BLK,LNGC,90,15.2,11.4,8,FL1,C5S1,CAS,사내,56,10
1160,2471,814,조립,BLK,LNGC,15,7.9,5.2,6.4,CT1,SCS6,PAS,사내,28,19
1161,2471,844,조립,BLK,LNGC,98,12.7,18.6,7.9,FL1,C5P2,CAS,사내,40,7
1162,2471,854,조립,BLK,LNGC,92,12.7,17.2,7.9,FL1,C5P2,CAS,사내,38,7
1163,2471,802,조립,BLK,LNGC,127,19.7,14,8,FL1,C1S3,CAS,사내,38,12
1164,2471,845,조립,BLK,LNGC,59,12.7,20.3,3.5,FL1,S1R1,3DS,사내,42,8
1165,2471,855,조립,BLK,LNGC,56,12.7,18.9,3.5,FL1,S1R1,3DS,사내,43,11
1166,2471,651,조립,BLK,LNGC,173,16.8,16.5,8.1,CS2,S2M2,GBS,사내,46,6
1167,2471,825,조립,BLK,LNGC,83,16,15.8,3.6,FL1,SZG8,PAS,사내,42,9
1168,2471,835,조립,BLK,LNGC,80,16,14.3,3.6,FL1,SZG8,PAS,사내,43,10
1169,2471,641,조립,BLK,LNGC,174,16.8,16.5,8.1,CS2,S2M2,GBS,사내,46,8
1170,2471,810,조립,BLK,LNGC,27,8.9,3.8,6.5,FB2,C1E2,CAS,사내,40,10
1171,2471,652,조립,BLK,LNGC,213,18.8,16.5,8.1,CS2,S2M2,GBS,사내,30,10
1172,2471,642,조립,BLK,LNGC,213,18.8,16.5,8.1,CS2,S2M2,GBS,사내,30,8
1173,2471,405,조립,BRC,LNGC,258,22.4,28.9,2.8,CT1,C1E2,CAS,사내,28,6
1174,2471,843,조립,BLK,LNGC,65,12.7,11.1,7.6,CS2,SCE2,GBS,사내,25,12
1175,2471,853,조립,BLK,LNGC,65,12.7,11.1,7.6,CS2,SCE2,GBS,사내,25,10
1176,2471,804,조립,BLK,LNGC,40,7.9,9.5,8,FL1,C1E4,CAS,사내,25,10
1177,2471,805,조립,BLK,LNGC,43,8.9,14.1,3.6,FL1,C1S1,CAS,사내,26,7
1178,2471,694,조립,BRC,LNGC,30,18.8,7.2,3,CS2,R1G9,PBS,사내,17,2
1179,2471,684,조립,BRC,LNGC,30,18.8,7.2,3,CS2,R3G9,PBS,사내,17,2
1180,2471,693,조립,BRC,LNGC,17,19.5,3,3,CS2,C1S6,CAS,사내,20,5
1181,2471,683,조립,BRC,LNGC,17,19.5,3,3,CS2,C5S6,CAS,사내,20,5
1182,2471,812,조립,BRC,LNGC,10,4.6,8.2,2.5,FX2,C1S6,CAS,사내,14,10
1183,2471,312,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,14,6
1184,2471,612,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,14,6
1185,2471,311,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,14,6
1186,2471,611,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,14,6
1187,2471,313,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,14,0
1188,2471,613,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,11,0
1189,2471,314,조립,BRC,LNGC,10,5.1,5.1,2,CD5,C1S6,TS3,사내,11,0
1190,2471,614,조립,BRC,LNGC,8,4.8,3.1,2.8,CS1,C5S6,CAS,사내,13,8
1191,2477,121,조립,BLK,LNGC,204,16.9,20,7.4,EB1,C1S3,GBS,사내,68,7
1192,2477,101,조립,BLK,LNGC,191,15,24.3,7.4,EB1,S2M2,GBS,사내,58,6
1193,2477,131,조립,BLK,LNGC,280,16.9,25.3,7.4,EB1,C1S1,GBS,사내,54,10
1194,2477,133,조립,BLK,LNGC,208,22,22.8,6.1,EL1,C1S8,CAS,사내,37,20
1195,2477,123,조립,BLK,LNGC,219,22,23.6,6.1,EL1,SCS8,PAS,사내,47,19
1196,2477,102,조립,BLK,LNGC,105,11.3,17.4,7.4,EB1,E1M1,3DS,사내,48,13
1197,2477,221,조립,BLK,LNGC,270,14.8,24.8,8.2,CB2,C1E7,GBS,사내,50,11
1198,2477,222,조립,BLK,LNGC,389,20.2,25.8,8.2,CB2,C1E7,CAS,사내,35,5
1199,2477,231,조립,BLK,LNGC,205,14.8,19.7,8.2,CB2,C1E4,GBS,사내,45,11
1200,2477,234,조립,BLK,LNGC,263,18.2,20.6,8.2,CB1,SZE2,PAS,사내,39,6
1201,2477,232,조립,BLK,LNGC,302,20.2,20.6,8.2,CB2,C1E4,CAS,사내,31,6
1202,2477,224,조립,BLK,LNGC,341,18.2,25.8,8.2,CB1,C1E7,CAS,사내,39,7
1203,2477,671,조립,BLK,LNGC,125,18.2,15.8,6,CD2,SCE4,PAS,사내,51,6
1204,2477,152,조립,BLK,LNGC,152,21.3,20.4,3.5,EL1,C1S1,CAS,사내,32,17
1205,2477,235,조립,BLK,LNGC,299,19.9,20.6,8.2,CB1,C1E4,CAS,사내,36,9
1206,2477,225,조립,BLK,LNGC,385,19.9,25.8,8.2,CB1,C1E7,CAS,사내,36,9
1207,2477,142,조립,BLK,LNGC,161,21.3,21.2,3.5,EL1,C1S1,CAS,사내,35,20
1208,2477,111,조립,BLK,LNGC,172,8.4,10.1,6.1,AL3,C1E2,GBS,사내,58,11
1209,2477,122,조립,BLK,LNGC,142,22,22.8,3.5,EL1,C1S5,CAS,사내,22,7
1210,2477,110,조립,BLK,LNGC,75,7.4,3.9,6.9,AL2,SCS6,GBS,사내,42,30
1211,2477,233,조립,BLK,LNGC,319,19.9,20.6,8.2,CB1,SZE2,PAS,사내,35,10
1212,2477,223,조립,BLK,LNGC,408,19.9,25.8,8.2,CB1,C1E7,CAS,사내,35,11
1213,2477,132,조립,BLK,LNGC,145,22,23.6,3.5,EL1,C1S5,CAS,사내,28,13
1214,2477,236,조립,BLK,LNGC,242,15.1,20.6,8.2,CB1,C1G9,CAS,사내,35,6
1215,2477,226,조립,BLK,LNGC,310,15.1,25.8,8.2,CB1,C1G9,CAS,사내,35,6
1216,2477,145,조립,BLK,LNGC,141,21.3,23.1,5.4,EL1,SCE1,GBS,사내,49,5
1217,2477,431,조립,BLK,LNGC,173,20.6,28.9,2.5,CT1,C1E3,CAS,사내,27,10
1218,2477,134,조립,BLK,LNGC,164,22,22.8,4.5,EL1,SCP1,PAS,사내,34,14
1219,2477,144,조립,BLK,LNGC,113,21.3,23.6,4.5,EL1,C1S2,OFD,사내,42,6
1220,2477,125,조립,BLK,LNGC,241,22,23.1,5.4,EL1,C1E4,GBS,사내,39,11
1221,2477,421,조립,BLK,LNGC,154,20.5,28.9,2.5,CT1,C1E4,CAS,사내,27,10
1222,2477,124,조립,BLK,LNGC,177,22,23.6,4.5,EL1,SCP1,PAS,사내,33,10
1223,2477,135,조립,BLK,LNGC,234,22,23.3,5.4,EL1,SCE2,GBS,사내,35,11
1224,2477,662,조립,BLK,LNGC,135,18.8,15.8,5,CD2,SCE4,PAS,사내,34,3
1225,2477,672,조립,BLK,LNGC,133,18.8,15.8,5,CD2,SCE4,PAS,사내,34,6
1226,2477,155,조립,BLK,LNGC,121,21.3,23.3,5.4,EL1,C5E6,GBS,사내,45,9
1227,2477,112,조립,BLK,LNGC,143,8.1,22.9,5.5,AL1,C1S1,GBS,사내,43,7
1228,2477,143,조립,BLK,LNGC,92,21.3,13.6,6.1,EL1,SCS1,PAS,사내,24,7
1229,2477,154,조립,BLK,LNGC,102,21.3,22.8,4.5,EL1,C1M8,OFD,사내,41,9
1230,2477,141,조립,BLK,LNGC,44,15,9.6,3.9,EB1,C1S6,CAS,사내,19,1
1231,2477,663,조립,BLK,LNGC,113,15.2,15.8,5,CD2,SCE4,PAS,사내,34,6
1232,2477,673,조립,BLK,LNGC,113,15.2,15.8,5,CD2,SCE4,PAS,사내,34,6
1233,2477,291,조립,BLK,LNGC,156,23.4,11.3,4.2,CS4,C5E1,GBS,사내,38,7
1234,2477,281,조립,BLK,LNGC,156,23.4,11.3,4.2,CS4,T4E1,TBA,사내,38,8
1235,2477,151,조립,BLK,LNGC,44,15,9.6,3.9,EB1,C1S6,CAS,사내,17,13
1236,2477,661,조립,BLK,LNGC,124,18.2,15.8,6,CD2,SCE4,PAS,사내,37,7
1237,2477,212,조립,BLK,LNGC,169,15,19.6,3.2,CB2,C1E1,CAS,사내,35,10
1238,2477,801,조립,BLK,LNGC,142,11.2,18.4,7.4,FB1,C1S2,CAS,사내,57,13
1239,2477,251,조립,BLK,LNGC,179,20.5,15.6,3.2,CB2,C1E1,CAS,사내,33,10
1240,2477,292,조립,BLK,LNGC,128,18.9,12.5,4.6,CS4,C1E1,OFD,사내,38,13
1241,2477,282,조립,BLK,LNGC,128,18.9,12.5,4.6,CS4,C1E1,OFD,사내,38,13
1242,2477,433,조립,BLK,LNGC,286,20.6,28.9,2.8,CT1,SZE2,PAS,사내,28,7
1243,2477,423,조립,BLK,LNGC,273,20.5,28.9,2.8,CT1,C1E2,CAS,사내,28,7
1244,2477,241,조립,BLK,LNGC,166,20.5,15.5,3.2,CB2,C1E2,CAS,사내,21,10
